73.33333333,50.83333333,31.66666667
53.33333333,49.16666667,50.83333333
64.16666667,13.33333333,4.166666667
26.66666667,28.33333333,29.16666667
67.5,58.33333333,65
64.16666667,56.66666667,43.33333333
46.66666667,21.66666667,25
57.5,62.5,59.16666667
82.5,45,63.33333333
17.5,31.66666667,21.66666667
66.66666667,32.5,30
71.66666667,64.16666667,65
74.16666667,65,61.66666667
45,57.5,70.83333333
70,60,40
61.66666667,51.66666667,54.16666667
72.5,63.33333333,53.33333333
57.5,35.83333333,30
71.66666667,41.66666667,65
36.66666667,36.66666667,17.5
62.5,35.83333333,26.66666667
34.16666667,30,26.66666667
65,44.16666667,45.83333333
40,13.33333333,15
52.5,67.5,50.83333333
52.5,56.66666667,52.5
